SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,Module_Color,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared.name,Stress,TopologicalCoefficient,SNP
306595,5.75609756,0.00034791644979098,0.17372881,0.33333333,6,11,false,0,uniprotkb:Q969G5,4.66666667,6,0,2,0.68292683,false,0,uniprotkb:Q969G5,42948,0.39393939,No
306596,5.75633668,0,0.1737216,1,2,11,false,0,uniprotkb:O95810,7,2,0,0,0.68291089,false,0,uniprotkb:O95810,0,0.58333333,No
306597,6.75585844,0,0.14801968,0,2,12,false,0,uniprotkb:Q9UBC2,3,2,0,1,0.6162761,false,0,uniprotkb:Q9UBC2,0,0,No
306598,5.08512673,0.000591032822925278,0.19665193,0,11,10,false,0,uniprotkb:Q9P2Y5,6,11,0,3,0.72765822,false,0,uniprotkb:Q9P2Y5,68168,0.26315789,No
306599,6.08488761,0,0.16434157,0,2,11,false,0,uniprotkb:Q9Y371,4,2,0,1,0.66100749,false,0,uniprotkb:Q9Y371,0,0,No
306600,4.511956,0.000245849269410391,0.22163337,0.2,7,10,false,0,uniprotkb:Q08999,12.6,7,0,2,0.7658696,false,0,uniprotkb:Q08999,31768,0.23846154,No
306601,5.16068867,1.60894595067719e-06,0.19377259,0,2,10,false,0,uniprotkb:Q6MZP7,5,2,0,0,0.72262076,false,0,uniprotkb:Q6MZP7,598,0.57142857,No
306602,5.7326638,0.00034791644979098,0.17443898,0,2,11,false,0,uniprotkb:P55317,3.5,2,0,0,0.68448908,false,0,uniprotkb:P55317,69216,0.5,No
306603,6.73242468,0,0.1485349,0,1,12,false,0,uniprotkb:Q9Y261,2,1,0,0,0.61783835,false,0,uniprotkb:Q9Y261,0,0,No
306604,5.63582018,9.11814808682171e-07,0.17743646,0,2,10,false,0,uniprotkb:Q9Y3C5,5.5,2,0,0,0.69094532,false,0,uniprotkb:Q9Y3C5,286,0.5,No
306605,4.06647537,0.00116650521409075,0.24591321,0,9,9,false,0,uniprotkb:Q5JVS0,8.11111111,9,0,0,0.79556831,false,0,uniprotkb:Q5JVS0,268202,0.11851852,No
306606,5.06623625,0,0.19738519,0,1,10,false,0,uniprotkb:O60506-2,9,1,0,0,0.72891758,false,0,uniprotkb:O60506-2,0,0,No
306607,5.06623625,0,0.19738519,0,1,10,false,0,uniprotkb:O60506-1,9,1,0,0,0.72891758,false,0,uniprotkb:O60506-1,0,0,No
306608,5.06623625,0,0.19738519,0,1,10,false,0,uniprotkb:O60506-3,9,1,0,0,0.72891758,false,0,uniprotkb:O60506-3,0,0,No
306609,4.44021999,0.000597266856098647,0.22521407,0,3,9,false,0,uniprotkb:Q9H204,19.33333333,3,0,0,0.770652,false,0,uniprotkb:Q9H204,74734,0.33333333,No
306610,5.43998087,0,0.18382418,0,1,10,false,0,uniprotkb:P07947,3,1,0,0,0.70400128,false,0,uniprotkb:P07947,0,0,No
306611,5.35987566,2.98398122192382e-06,0.18657149,0,6,10,false,0,uniprotkb:Q12913,11.5,6,0,2,0.70934162,false,0,uniprotkb:Q12913,256,0.7,No
306612,4.71472979,0,0.21210123,0,2,10,false,0,uniprotkb:Q15464,20,2,0,1,0.75235135,false,0,uniprotkb:Q15464,0,0,No
306613,5.02654232,0,0.19894391,0,4,10,false,0,uniprotkb:Q15811,24,4,0,1,0.73156385,false,0,uniprotkb:Q15811,0,0,No
306614,4.59923482,0.00264053635835926,0.21742747,0,8,10,false,0,uniprotkb:Q08460,5,8,0,3,0.76005101,false,0,uniprotkb:Q08460,893700,0.25,No
306615,5.5966045,0.00173800118879082,0.17867977,0,4,11,false,0,uniprotkb:P68133,2.5,4,0,0,0.6935597,false,0,uniprotkb:P68133,747420,0.375,No
306616,1.5,0,0.66666667,0,1,2,false,-1,intact:EBI-7135314,2,1,0,0,0.75,false,0,intact:EBI-7135314,0,0,No
306617,5.40817791,0,0.18490516,0,3,11,false,1,uniprotkb:P14859,7,3,0,1,0.70612147,false,0,uniprotkb:P14859,0,0,No
306618,4.85939742,0.00034791644979098,0.20578683,0,3,10,false,1,uniprotkb:Q13255,3,3,0,1,0.74270684,false,0,uniprotkb:Q13255,129846,0.5,Yes
306619,5.8591583,0,0.17067298,0,1,11,false,1,uniprotkb:O00505,2,1,0,0,0.67605611,false,0,uniprotkb:O00505,0,0,No
306620,4.14729794,8.5977226749836e-05,0.24112085,0,2,9,false,0,uniprotkb:Q9UGP5,59,2,0,0,0.79018014,false,0,uniprotkb:Q9UGP5,33636,0.50434783,No
306621,3.71425155,0.00301146197177843,0.26923325,0.00952381,18,9,false,0,uniprotkb:Q99873,24.66666667,17,0,1,0.8190499,false,1,uniprotkb:Q99873,588934,0.07083333,No
306622,4.13032042,0.000723276093282457,0.24211197,0.06666667,7,9,false,0,uniprotkb:Q86X55,5.66666667,7,0,1,0.79131197,false,0,uniprotkb:Q86X55,110042,0.19230769,No
306623,4.35341942,0.000350166991173786,0.22970449,0.16666667,9,10,false,0,uniprotkb:Q9NXK8,10.5,9,0,1,0.77643871,false,0,uniprotkb:Q9NXK8,78534,0.37037037,No
306624,5.3531803,0,0.18680484,0,6,11,false,0,uniprotkb:P49918,4,6,0,1,0.70978798,false,0,uniprotkb:P49918,0,0,No
306625,4.14849354,4.77585302600899e-05,0.24105136,0,3,9,false,0,uniprotkb:O95786,57,3,0,1,0.79010043,false,0,uniprotkb:O95786,10340,0.50909091,No
306626,5.21807747,1.44566094980846e-06,0.19164146,0,10,10,false,0,uniprotkb:Q8NEM0,5,8,0,1,0.71879484,false,2,uniprotkb:Q8NEM0,168,0.66666667,Yes
306627,4.41343855,0.00034791644979098,0.2265807,0.33333333,3,10,false,0,uniprotkb:Q9BX66,8.33333333,3,0,0,0.77243743,false,0,uniprotkb:Q9BX66,202644,0.4,Yes
306628,4.40961263,0.00185243382801924,0.22677729,0.11111111,10,9,false,0,uniprotkb:P19174,12.44444444,10,0,1,0.77269249,false,0,uniprotkb:P19174,287172,0.13333333,Yes
306629,4.62314682,0.000385310166723531,0.21630289,0,3,10,false,0,uniprotkb:P61086,6,3,0,1,0.75845688,false,0,uniprotkb:P61086,242250,0.5,No
306630,1,0,1,0,1,1,false,-1,uniprotkb:Q95V25,1,1,0,0,1,false,0,uniprotkb:Q95V25,0,0,No
306631,1,0,1,0,1,1,false,-1,intact:EBI-331655,1,1,0,0,1,false,0,intact:EBI-331655,0,0,No
306632,3.78574845,0.000264387627077614,0.26414856,0.46666667,10,9,false,1,uniprotkb:Q14839,103.83333333,10,0,3,0.81428344,false,0,uniprotkb:Q14839,103392,0.17630385,Yes
306633,1,0,1,0,1,1,false,-1,uniprotkb:Q8WXF1,1,1,0,0,1,false,0,uniprotkb:Q8WXF1,0,0,No
306634,1,0,1,0,1,1,false,-1,uniprotkb:Q9Y3D8,1,1,0,0,1,false,0,uniprotkb:Q9Y3D8,0,0,No
306635,4.43950263,9.93352463520381e-07,0.22525046,0.80952381,11,10,false,1,uniprotkb:Q9H9A7,13,11,0,2,0.77069982,false,0,uniprotkb:Q9H9A7,580,0.37142857,No
306636,4.49210904,0,0.22261258,1,4,10,false,1,uniprotkb:Q96E14,9.66666667,4,0,1,0.76719273,false,0,uniprotkb:Q96E14,0,0.69047619,No
306637,4.28024868,0.000524289798431986,0.23363128,0.33333333,19,10,false,1,uniprotkb:P35244,8.0625,19,0,3,0.78131675,false,0,uniprotkb:P35244,429584,0.19196429,No
306638,1,0,1,0,1,1,false,-1,uniprotkb:Q8R173,1,1,0,0,1,false,0,uniprotkb:Q8R173,0,0,No
306639,1,0,1,0,1,1,false,-1,uniprotkb:P49799,1,1,0,0,1,false,0,uniprotkb:P49799,0,0,No
306640,6.28263989,0,0.15916876,0,1,12,false,0,uniprotkb:P59108,4,1,0,0,0.64782401,false,0,uniprotkb:P59108,0,0,No
306641,5.00813008,0,0.19967532,0,1,10,false,0,uniprotkb:Q9Z140,3,1,0,0,0.73279133,false,0,uniprotkb:Q9Z140,0,0,No
306642,4.0083692,0.000647142917382196,0.24947802,0,7,9,false,0,uniprotkb:P02787,95.33333333,7,0,1,0.79944205,false,0,uniprotkb:P02787,117700,0.33333333,Yes
306643,1.25,2.3458995322199e-07,0.8,0,14,2,false,-1,uniprotkb:Q96T88,2,14,0,3,0.875,false,0,uniprotkb:Q96T88,6,1,No
306644,4.56934481,3.46793585348542e-06,0.21884976,0,4,10,false,0,uniprotkb:Q13105,13,4,0,2,0.76204368,false,0,uniprotkb:Q13105,332,0.52173913,No
306645,1,1.84919317436541e-08,1,0.83333333,7,1,false,-1,uniprotkb:Q96JB2,3.5,7,0,3,1,false,0,uniprotkb:Q96JB2,2,0.875,No
306646,1.25,0,0.8,1,3,2,false,-1,uniprotkb:Q96MW5,4,3,0,0,0.875,false,0,uniprotkb:Q96MW5,0,1,No
306647,1,1.84919317436541e-08,1,0.83333333,7,1,false,-1,uniprotkb:P83436,3.5,7,0,3,1,false,0,uniprotkb:P83436,2,0.875,No
306648,1.25,0,0.8,1,9,2,false,-1,uniprotkb:Q8WVM8,4,9,0,3,0.875,false,0,uniprotkb:Q8WVM8,0,1,No
306649,1,4.62298293591352e-08,1,0.83333333,10,1,false,-1,uniprotkb:Q9H9E3,3.5,10,0,3,1,false,0,uniprotkb:Q9H9E3,2,0.875,Yes
306650,1,0,1,0,1,1,false,-1,uniprotkb:P15382,1,1,0,0,1,false,0,uniprotkb:P15382,0,0,Yes
306651,1,0,1,0,1,1,false,-1,uniprotkb:P51787,1,1,0,0,1,false,0,uniprotkb:P51787,0,0,No
306652,4.8950263,0,0.20428899,0,2,10,false,0,uniprotkb:B5Z6S0,14,2,0,1,0.74033158,false,0,uniprotkb:B5Z6S0,0,0,No
306653,5.59038737,0,0.17887848,0,3,11,false,0,uniprotkb:Q2M2Z5,2,3,0,1,0.69397418,false,0,uniprotkb:Q2M2Z5,0,0,No
306654,4.59062649,0.00034791644979098,0.21783519,0,4,10,false,0,uniprotkb:Q9P209,5,4,0,1,0.7606249,false,0,uniprotkb:Q9P209,115682,0.5,No
306655,5.18220947,0,0.19296788,0,2,10,false,0,uniprotkb:P42336,21,2,0,1,0.72118604,false,0,uniprotkb:P42336,0,0,Yes
306656,3.8735055,0,0.25816408,1,13,9,false,0,uniprotkb:Q9UHC7,90,13,0,2,0.80843297,false,0,uniprotkb:Q9UHC7,0,0.3515625,No
306657,3.39526542,0.00736978432849478,0.29452778,0.09356725,32,9,false,0,uniprotkb:O60566,71.63157895,32,0,6,0.84031564,false,0,uniprotkb:O60566,1701794,0.0774297,Yes
306658,4.3950263,0,0.22752992,0,1,10,false,0,uniprotkb:Q9UQL6,19,1,0,0,0.77366491,false,0,uniprotkb:Q9UQL6,0,0,No
306659,1,0,1,0,2,1,false,-1,uniprotkb:P56558,1,2,0,1,1,false,0,uniprotkb:P56558,0,0,No
306660,1,0,1,0,2,1,false,-1,uniprotkb:Q9WVH3,1,2,0,1,1,false,0,uniprotkb:Q9WVH3,0,0,No
306661,4.82783357,0,0.20713224,0,1,10,false,0,uniprotkb:P98177,15,1,0,0,0.7448111,false,0,uniprotkb:P98177,0,0,No
306662,0,0,0,0,14,0,true,-1,uniprotkb:P14416,0,7,0,0,92233720368.5478,false,7,uniprotkb:P14416,0,0,No
306663,3.84505022,0.00243626174102212,0.26007463,0.17777778,10,9,false,0,uniprotkb:Q9UQC2,30.5,10,0,0,0.81032999,false,0,uniprotkb:Q9UQC2,492234,0.11968504,No
306664,3.82209469,0.000792589383931263,0.26163664,0.10714286,11,9,false,0,uniprotkb:P27348,46,11,0,2,0.81186035,false,0,uniprotkb:P27348,278446,0.13914373,No
306665,5.32879005,0,0.18765986,0,2,10,false,0,uniprotkb:Q15109,8,2,0,1,0.711414,false,0,uniprotkb:Q15109,0,0,No
306666,5.12027738,0,0.19530192,0,2,10,false,0,uniprotkb:Q9YJQ8,14,2,0,1,0.72531484,false,0,uniprotkb:Q9YJQ8,0,0,No
306667,4.55738881,0.00135899214394977,0.21942389,0.2,5,10,false,15,uniprotkb:P17861-1,2.8,5,0,0,0.76284075,false,0,uniprotkb:P17861-1,462180,0.3,No
306668,4.42228599,5.69952153238103e-06,0.22612739,0.66666667,5,10,false,0,uniprotkb:Q9NUW8,16.66666667,5,0,1,0.7718476,false,0,uniprotkb:Q9NUW8,3978,0.36231884,Yes
306669,4.11716882,2.01900090391936e-05,0.24288535,0,3,9,false,0,uniprotkb:P70444,61,3,0,1,0.79218875,false,0,uniprotkb:P70444,13404,0.52173913,No
306670,5.36202774,0,0.18649661,0,1,10,false,0,uniprotkb:Q13794,10,1,0,0,0.70919815,false,0,uniprotkb:Q13794,0,0,No
306671,1.66666667,0,0.6,0,1,2,false,-1,uniprotkb:Q9H9P5,3,1,0,0,0.66666667,false,0,uniprotkb:Q9H9P5,0,0,No
306672,1,2.4964107853933e-07,1,0,3,1,false,-1,uniprotkb:P0CG63,1,3,0,0,1,false,0,uniprotkb:P0CG63,6,0,No
306673,1.66666667,0,0.6,0,1,2,false,-1,uniprotkb:Q5FWH2,3,1,0,0,0.66666667,false,0,uniprotkb:Q5FWH2,0,0,No
306674,1.66666667,0,0.6,0,1,2,false,-1,uniprotkb:Q92925,3,1,0,0,0.66666667,false,0,uniprotkb:Q92925,0,0,No
306675,1,0,1,0,1,1,false,-1,uniprotkb:Q9UFB7,1,1,0,0,1,false,0,uniprotkb:Q9UFB7,0,0,No
306676,1,0,1,0,1,1,false,-1,uniprotkb:O75081,1,1,0,0,1,false,0,uniprotkb:O75081,0,0,No
306677,5.18220947,0,0.19296788,0,2,10,false,0,uniprotkb:Q99152,21,2,0,1,0.72118604,false,0,uniprotkb:Q99152,0,0,No
306678,4.55475849,0,0.21955061,0,2,9,false,0,uniprotkb:P35326,32,2,0,1,0.7630161,false,0,uniprotkb:P35326,0,0,No
306679,6.40769967,0,0.15606225,0,2,11,false,0,uniprotkb:P04632,4,2,0,1,0.63948669,false,0,uniprotkb:P04632,0,0,Yes
306680,5.04471545,0.000347922393626183,0.19822724,0,3,10,false,0,uniprotkb:P70039,3.33333333,3,0,0,0.7303523,false,0,uniprotkb:P70039,95394,0.58333333,No
306681,6.04447633,0,0.1654403,0,1,11,false,0,uniprotkb:Q9YGY0,3,1,0,0,0.66370158,false,0,uniprotkb:Q9YGY0,0,0,No
306682,3.85724534,0.000243015380166311,0.25925237,0,3,9,false,0,uniprotkb:Q92608,285.5,3,0,1,0.80951698,false,0,uniprotkb:Q92608,74838,0.50265018,No
306683,0,0,0,0,2,0,true,-1,uniprotkb:P29846,0,1,0,0,92233720368.5478,false,1,uniprotkb:P29846,0,0,No
306684,4.58919177,0,0.21790329,1,4,10,false,0,uniprotkb:P11473,26,4,0,2,0.76072055,false,0,uniprotkb:P11473,0,0.53061224,Yes
306685,5.31396461,0.000208451534856249,0.18818341,0.2,13,10,false,0,uniprotkb:Q07812,4.8,13,0,2,0.71240236,false,0,uniprotkb:Q07812,20670,0.25555556,No
306686,5.35150646,0,0.18686327,1,2,10,false,0,uniprotkb:Q5TC12,7.5,2,0,0,0.70989957,false,0,uniprotkb:Q5TC12,0,0.57692308,No
306687,4.92802487,0,0.20292105,0,1,10,false,0,uniprotkb:O00499-10,14,1,0,0,0.73813168,false,0,uniprotkb:O00499-10,0,0,No
306688,4.92802487,0,0.20292105,0,1,10,false,0,uniprotkb:O00499-11,14,1,0,0,0.73813168,false,0,uniprotkb:O00499-11,0,0,No
306689,4.40722143,0.000135228286767801,0.22690033,0,2,10,false,0,uniprotkb:B0I1T2,10,2,0,0,0.7728519,false,0,uniprotkb:B0I1T2,103396,0.5,No
306690,5.75681492,0,0.17370717,0,2,11,false,0,uniprotkb:Q16881,11,2,0,1,0.68287901,false,0,uniprotkb:Q16881,0,0,No
306691,7.07508369,0,0.14134108,0,2,12,false,0,uniprotkb:Q92544,2,2,0,1,0.59499442,false,0,uniprotkb:Q92544,0,0,No
306692,5.78766141,0,0.17278136,0,1,11,false,0,uniprotkb:Q9QZR5,2,1,0,0,0.68082257,false,0,uniprotkb:Q9QZR5,0,0,No
306693,4.78790053,0.00034791644979098,0.20885981,0,3,10,false,0,uniprotkb:P51608,5.5,3,0,1,0.7474733,false,0,uniprotkb:P51608,54032,0.5,No
306694,5.59851746,0,0.17861872,0,2,11,false,0,uniprotkb:Q99700,7,2,0,1,0.69343217,false,0,uniprotkb:Q99700,0,0,Yes
306695,4.15901483,0,0.24044156,0,2,9,false,0,uniprotkb:Q96NR8,108,2,0,1,0.78939901,false,0,uniprotkb:Q96NR8,0,0,No
306696,4.1109517,0.000115686431503027,0.24325268,0,3,9,false,3,uniprotkb:Q62921,69.5,3,0,1,0.79260322,false,0,uniprotkb:Q62921,26542,0.5,No
306697,4.36585366,0.000114482086898417,0.22905028,0.26666667,10,10,false,1,uniprotkb:Q86YC2,12.83333333,10,0,1,0.77560976,false,0,uniprotkb:Q86YC2,23960,0.20833333,No
306698,1,0,1,0,4,1,false,-1,uniprotkb:O43474,1,4,0,1,1,false,0,uniprotkb:O43474,0,0,No
306699,1,0,1,0,4,1,false,-1,uniprotkb:Q13363,1,4,0,1,1,false,0,uniprotkb:Q13363,0,0,No
306700,4.62314682,0.000191248492131435,0.21630289,0,7,10,false,0,uniprotkb:O41974,10.33333333,7,0,3,0.75845688,false,0,uniprotkb:O41974,18750,0.34567901,No
306701,4.20492587,0.000361226582644378,0.23781632,0.3,8,9,false,0,uniprotkb:P67828,21.6,8,0,1,0.78633828,false,0,uniprotkb:P67828,84200,0.24597701,No
306702,5.20468675,0,0.19213452,0,1,10,false,0,uniprotkb:P62260,5,1,0,0,0.71968755,false,0,uniprotkb:P62260,0,0,No
306703,4.14179818,0.000656082554459283,0.24144103,0,8,9,false,0,uniprotkb:Q99996,11.4,8,0,2,0.79054679,false,0,uniprotkb:Q99996,130222,0.21666667,No
306704,4.00669536,7.08549684787367e-05,0.24958224,0,2,9,false,0,uniprotkb:O75122,143,2,0,0,0.79955364,false,0,uniprotkb:O75122,8250,0.5,No
306705,4.69703491,0.00034791644979098,0.21290027,0,4,10,false,0,uniprotkb:Q8WTS6,8.5,4,0,1,0.75353101,false,0,uniprotkb:Q8WTS6,35614,0.5,No
306706,3.9832616,0.000259471499983591,0.25105055,0.16666667,4,9,false,0,uniprotkb:Q01831,76.75,4,0,0,0.80111589,false,0,uniprotkb:Q01831,20278,0.25332226,Yes
306707,4.3579627,6.9981035237221e-05,0.22946502,0.21428571,28,10,false,0,uniprotkb:Q13257,6.5,28,0,5,0.77613582,false,0,uniprotkb:Q13257,7072,0.21982759,No
306708,3.84624582,8.4718450578667e-06,0.25999378,0,2,9,false,1,uniprotkb:Q9Y6G9,266.5,2,0,0,0.81025028,false,0,uniprotkb:Q9Y6G9,16724,0.50379507,No
306709,4.16451459,0.000180602298508876,0.24012402,0,2,9,false,0,uniprotkb:Q99933,44,2,0,0,0.78903236,false,0,uniprotkb:Q99933,42284,0.50588235,No
306710,4.53084648,0,0.22070931,1,3,10,false,1,uniprotkb:O15446,10.5,3,0,1,0.76461023,false,0,uniprotkb:O15446,0,0.65625,No
306711,3.82520325,2.18263086914023e-05,0.26142402,0,2,9,false,1,uniprotkb:Q9NVU0,269.5,2,0,0,0.81165312,false,0,uniprotkb:Q9NVU0,21962,0.50186916,No
306712,3.61860354,0.00031741342717512,0.2763497,0.16666667,4,9,false,1,uniprotkb:P24928,214.5,4,0,0,0.82542643,false,0,uniprotkb:P24928,188448,0.26986129,Yes
306713,1,0,1,0,2,1,false,-1,uniprotkb:Q9QWH1,1,2,0,1,1,false,0,uniprotkb:Q9QWH1,0,0,No
306714,1,0,1,0,2,1,false,-1,uniprotkb:P49138,1,2,0,1,1,false,0,uniprotkb:P49138,0,0,No
306715,1,0,1,0,1,1,false,-1,uniprotkb:E7FBZ4,1,1,0,0,1,false,0,uniprotkb:E7FBZ4,0,0,No
306716,1,0,1,0,1,1,false,-1,uniprotkb:O57474,1,1,0,0,1,false,0,uniprotkb:O57474,0,0,No
306717,4.01602104,0.000415239886962113,0.24900268,0.33333333,5,9,false,1,uniprotkb:Q8IX90,96,5,0,2,0.79893193,false,0,uniprotkb:Q8IX90,85014,0.33567251,No
306718,4.13916786,0.000601670262594143,0.24159445,0,6,9,false,0,uniprotkb:Q96H20,15,6,0,1,0.79072214,false,0,uniprotkb:Q96H20,137242,0.25,No
306719,5.13892874,0,0.19459309,0,1,10,false,0,uniprotkb:P55199,5,1,0,0,0.72407142,false,0,uniprotkb:P55199,0,0,No
306720,1.5,0,0.66666667,0,6,2,false,-1,uniprotkb:P09914,2,6,0,1,0.75,false,0,uniprotkb:P09914,0,0,No
306721,5.36944046,0,0.18623914,0,1,11,false,0,uniprotkb:Q14241,9,1,0,0,0.70870397,false,0,uniprotkb:Q14241,0,0,No
306722,6.26948828,0.0010434997082944,0.15950265,0,4,12,false,0,uniprotkb:Q04207,2.75,4,0,0,0.64870078,false,0,uniprotkb:Q04207,169746,0.25,No
306723,7.26924916,0,0.13756579,0,1,13,false,0,uniprotkb:Q9D4H8,4,1,0,0,0.58205006,false,0,uniprotkb:Q9D4H8,0,0,No
306724,7.26924916,0,0.13756579,0,1,13,false,0,uniprotkb:O35716,4,1,0,0,0.58205006,false,0,uniprotkb:O35716,0,0,No
306725,7.26924916,0,0.13756579,0,1,13,false,0,uniprotkb:Q8K4M5,4,1,0,0,0.58205006,false,0,uniprotkb:Q8K4M5,0,0,No
306726,4.53873745,0.000784540240724114,0.22032559,0,12,9,false,0,uniprotkb:O75369,7.16666667,12,0,4,0.76408417,false,0,uniprotkb:O75369,124278,0.1712963,No
306727,3.87613582,0.000695749685889113,0.2579889,0.16666667,8,9,false,1,uniprotkb:Q9BZZ5,140.75,7,0,2,0.80825761,false,1,uniprotkb:Q9BZZ5,237494,0.25089445,No
306728,4.8758967,0,0.20509048,0,2,10,false,1,uniprotkb:Q9UKV3-3,4,2,0,1,0.74160689,false,0,uniprotkb:Q9UKV3-3,0,0,No
306729,4.8758967,0,0.20509048,0,1,10,false,1,uniprotkb:Q9UKV3-1,4,1,0,0,0.74160689,false,0,uniprotkb:Q9UKV3-1,0,0,No
306730,5.66188427,0.00034791644979098,0.17661965,0,3,11,false,4,uniprotkb:Q13976,9,3,0,1,0.68920772,false,0,uniprotkb:Q13976,49396,0.5,No
306731,6.66164515,0,0.15011307,0,2,12,false,4,uniprotkb:Q13873,2,2,0,1,0.62255699,false,0,uniprotkb:Q13873,0,0,No
306732,1,0,1,1,3,1,false,-1,uniprotkb:Q9Z0W1,2,3,0,1,1,false,0,uniprotkb:Q9Z0W1,0,1,No
306733,1,0,1,1,5,1,false,-1,uniprotkb:Q6PHU5,2,5,0,1,1,false,0,uniprotkb:Q6PHU5,0,1,No
306734,1,0,1,1,6,1,false,-1,uniprotkb:Q8CJ26,2,6,0,2,1,false,0,uniprotkb:Q8CJ26,0,1,No
306735,5.03347681,0,0.19866983,0,1,10,false,0,uniprotkb:Q9H205,7,1,0,0,0.73110155,false,0,uniprotkb:Q9H205,0,0,No
306736,5.03132473,0,0.19875481,0,2,10,false,0,uniprotkb:Q8TEY7,7,2,0,1,0.73124502,false,0,uniprotkb:Q8TEY7,0,0,No
306737,4.35174558,0.000351658500036331,0.22979285,0,6,9,false,0,uniprotkb:Q2HR75,8,6,0,2,0.77655029,false,0,uniprotkb:Q2HR75,70906,0.33333333,No
306738,5.18125299,0.000695666472196267,0.19300351,0,4,10,false,0,uniprotkb:Q8IY22,11.5,4,0,2,0.7212498,false,0,uniprotkb:Q8IY22,71660,0.5,No
306739,6.40769967,0,0.15606225,0,1,11,false,0,intact:EBI-8045102,4,1,0,0,0.63948669,false,0,intact:EBI-8045102,0,0,No
306740,4.02558584,0.000157074641809081,0.24841105,0,4,9,false,0,uniprotkb:Q13077,50.5,4,0,0,0.79829428,false,0,uniprotkb:Q13077,99438,0.27808989,No
306741,5.08703969,0,0.19657798,0,1,10,false,0,uniprotkb:O00463,10,1,0,0,0.72753069,false,0,uniprotkb:O00463,0,0,No
306742,4.75992348,2.91608989359303e-05,0.21008741,0,5,10,false,0,uniprotkb:Q13114,14.25,5,0,1,0.74933843,false,0,uniprotkb:Q13114,10378,0.38970588,No
306743,8.17718795,3.56630112199043e-08,0.12229143,0,3,12,false,0,uniprotkb:O75379,4,3,0,0,0.5215208,false,0,uniprotkb:O75379,6,1,No
306744,7.17838355,0.00046347253125712,0.13930713,0,5,11,false,0,uniprotkb:O43752,4,5,0,1,0.58810776,false,0,uniprotkb:O43752,271050,0.5,No
306745,7.17838355,0.00046347253125712,0.13930713,0,5,11,false,0,uniprotkb:Q9UNK0,4,5,0,1,0.58810776,false,0,uniprotkb:Q9UNK0,271050,0.5,No
306746,7.17838355,0.00046347253125712,0.13930713,0,5,11,false,0,uniprotkb:O15400,4,5,0,1,0.58810776,false,0,uniprotkb:O15400,271050,0.5,No
306747,8.17670971,0.0003479521128022,0.12229858,0,4,12,false,0,uniprotkb:P51809,3.25,4,0,0,0.52155269,false,0,uniprotkb:P51809,203304,0.75,No
306748,6.18053563,0.00312664751967145,0.16179827,0,10,10,false,0,uniprotkb:Q15836,2.66666667,10,0,4,0.65463096,false,0,uniprotkb:Q15836,1151886,0.41666667,No
306749,8.17718795,3.56630112199043e-08,0.12229143,0,3,12,false,0,uniprotkb:Q9BV40,4,3,0,0,0.5215208,false,0,uniprotkb:Q9BV40,6,1,No
306750,1,0,1,0,3,1,false,-1,uniprotkb:Q8IZF0,1,3,0,1,1,false,0,uniprotkb:Q8IZF0,0,0,No
306751,1,0,1,0,3,1,false,-1,uniprotkb:P20309,1,3,0,1,1,false,0,uniprotkb:P20309,0,0,No
306752,3.93280727,0.000585024599737252,0.2542713,0.1,7,8,false,0,uniprotkb:Q9NX09,28,7,0,2,0.80447952,false,0,uniprotkb:Q9NX09,103116,0.21574803,No
306753,5.23433764,0,0.19104614,0,4,10,false,0,uniprotkb:Q07820-1,4,4,0,1,0.71771082,false,0,uniprotkb:Q07820-1,0,0,No
306754,4.23457676,0.000435928826707831,0.23615111,0,7,9,false,0,uniprotkb:Q07820-2,6.75,7,0,1,0.78436155,false,0,uniprotkb:Q07820-2,113356,0.27380952,No
306755,4.54280249,8.74453675110257e-05,0.22012843,0,2,10,false,0,uniprotkb:P13073,117,2,0,0,0.76381317,false,0,uniprotkb:P13073,27800,0.5,No
306756,4.64490674,0,0.21528958,1,4,10,false,1,uniprotkb:Q5JR59,5.5,4,0,2,0.75700622,false,0,uniprotkb:Q5JR59,0,0.61111111,No
306757,5.25131516,0,0.19042849,1,5,11,false,0,uniprotkb:Q9Y572,3.5,5,0,1,0.71657899,false,0,uniprotkb:Q9Y572,0,0.7,No
306758,5.25131516,0,0.19042849,1,2,11,false,0,uniprotkb:A8E1H1,3.5,2,0,0,0.71657899,false,0,uniprotkb:A8E1H1,0,0.7,No
306759,9.17647059,0,0.10897436,0,1,13,false,0,uniprotkb:Q96NW4,4,1,0,0,0.45490196,false,0,uniprotkb:Q96NW4,0,0,Yes
306760,4.53658537,0,0.22043011,0,1,9,false,0,uniprotkb:P52948,6,1,0,0,0.76422764,false,0,uniprotkb:P52948,0,0,No
306761,5.30631277,0,0.18845478,0,1,10,false,0,uniprotkb:P22674,10,1,0,0,0.71291248,false,0,uniprotkb:P22674,0,0,No
306762,5.30631277,0,0.18845478,0,1,10,false,0,uniprotkb:P29372,10,1,0,0,0.71291248,false,0,uniprotkb:P29372,0,0,No
306763,6.03730273,0,0.16563688,0,2,11,false,4,uniprotkb:Q8TAK6,9,2,0,1,0.66417982,false,0,uniprotkb:Q8TAK6,0,0,No
